driver_id,age,vehicle_age_yrs,speeding_pct,harsh_braking_per100km,harsh_accel_per100km,cornering_per100km,night_driving_pct,phone_use_per_trip,max_speed_kmh,monthly_km,harsh_event_index,speed_risk_index,distraction_score,risk_score,risk_tier,is_high_risk
DRV-0416,32,7,0.0542,3.83,2.96,2.71,0.1639,1.22,116.2,185,0.1801,0.2406,0.1525,0.7,Low,0
DRV-0417,45,0,0.0081,6.87,4.36,2.31,0.0829,0.85,112.7,221,0.2563,0.2021,0.1062,1.9,Low,0
DRV-0418,36,0,0.0711,2.13,1.4,3.99,0.1734,2.9,87.1,281,0.1457,0.1407,0.3625,6.8,Low,0
DRV-0419,42,8,0.0623,6.65,4.76,3.42,0.1001,1.1,104.8,311,0.2807,0.2023,0.1375,2.2,Low,0
DRV-0420,36,6,0.0817,3.92,3.76,2.55,0.0932,0.84,111.9,210,0.1921,0.2396,0.105,0.0,Low,0
DRV-0421,32,2,0.0,2.49,4.72,1.89,0.0794,0.6,96.9,245,0.1663,0.1384,0.075,0.0,Low,0
DRV-0422,35,11,0.0435,3.15,4.19,2.13,0.08,1.59,82.3,179,0.1754,0.1076,0.1988,0.6,Low,0
DRV-0423,24,0,0.0888,2.52,1.86,2.2,0.0479,0.46,91.3,216,0.1254,0.1662,0.0575,0.0,Low,0
DRV-0424,29,18,0.2459,7.44,8.32,5.85,0.1905,3.54,118.9,281,0.4045,0.3561,0.4425,99.9,High,1
DRV-0425,37,9,0.1203,5.87,7.48,4.45,0.188,1.8,120.1,315,0.3311,0.2915,0.225,99.3,High,1
DRV-0426,37,3,0.1144,7.08,6.8,4.52,0.2305,2.04,112.7,517,0.3453,0.2605,0.255,98.6,High,1
DRV-0427,44,5,0.1945,10.11,5.6,4.65,0.1897,2.02,128.7,635,0.3885,0.3646,0.2525,99.9,High,1
DRV-0428,34,8,0.1076,3.52,2.77,2.05,0.0987,1.08,75.4,284,0.1576,0.1169,0.135,0.0,Low,0
DRV-0429,58,1,0.1267,3.52,3.37,2.62,0.1545,1.09,89.9,901,0.179,0.1818,0.1362,0.6,Low,0
DRV-0430,52,9,0.0,1.15,3.06,0.19,0.0174,0.51,72.4,598,0.0778,0.0465,0.0638,0.0,Low,0
DRV-0431,31,25,0.1289,3.96,3.18,3.4,0.196,1.59,103.5,366,0.2002,0.234,0.1988,2.1,Low,0
DRV-0432,40,6,0.1779,4.24,2.77,3.32,0.1494,0.98,81.9,945,0.1974,0.18,0.1225,1.1,Low,0
DRV-0433,52,1,0.0241,0.48,2.5,2.66,0.0343,0.21,72.1,282,0.1045,0.0586,0.0262,0.0,Low,0
DRV-0434,30,4,0.0,2.96,3.09,5.72,0.133,0.92,105.4,377,0.2251,0.1703,0.115,0.5,Low,0
DRV-0435,29,5,0.2506,12.16,6.93,6.99,0.2354,2.63,145.3,266,0.4985,0.4577,0.3288,100.0,High,1
DRV-0436,53,2,0.16,3.89,2.27,1.46,0.0713,1.32,60.0,373,0.1448,0.088,0.165,0.0,Low,0
DRV-0437,46,4,0.0914,7.89,6.45,4.24,0.2083,2.39,111.5,498,0.3501,0.2434,0.2988,98.4,High,1
DRV-0438,50,1,0.0423,5.69,3.74,2.02,0.1089,1.0,104.6,321,0.2165,0.1905,0.125,0.0,Low,0
DRV-0439,41,4,0.1968,8.25,10.08,6.76,0.2159,2.55,132.7,479,0.4682,0.3809,0.3188,100.0,High,1
DRV-0440,34,4,0.0773,2.59,2.15,2.24,0.0805,1.19,101.3,297,0.1324,0.1974,0.1488,0.0,Low,0
DRV-0441,21,2,0.0661,3.41,2.34,1.66,0.0684,1.24,99.2,280,0.1404,0.1834,0.155,0.0,Low,0
DRV-0442,39,13,0.3169,13.37,8.55,7.42,0.2524,2.59,125.3,241,0.5583,0.4192,0.3238,100.0,High,1
DRV-0443,52,3,0.0523,2.37,2.23,1.11,0.0923,0.78,93.4,225,0.1068,0.154,0.0975,0.0,Low,0
DRV-0444,52,1,0.1714,5.41,4.71,3.84,0.0936,0.99,107.3,725,0.2635,0.2716,0.1238,5.6,Low,0
DRV-0445,50,13,0.1612,6.38,11.31,4.03,0.1786,1.86,119.7,187,0.3967,0.3125,0.2325,99.0,High,1
DRV-0446,47,2,0.0,1.23,7.57,0.57,0.0876,0.3,79.8,559,0.1622,0.0742,0.0375,0.2,Low,0
DRV-0447,64,3,0.0,3.23,1.53,1.11,0.0265,1.91,81.4,386,0.1123,0.0803,0.2388,0.0,Low,0
DRV-0448,19,7,0.0,5.03,4.23,4.31,0.137,1.78,88.0,240,0.2573,0.105,0.2225,22.6,Low,0
DRV-0449,40,9,0.0866,10.4,4.94,2.19,0.0651,1.54,103.4,794,0.3341,0.2104,0.1925,6.7,Low,0
DRV-0450,26,4,0.1725,2.41,1.43,2.05,0.0555,1.38,74.0,716,0.113,0.1474,0.1725,0.0,Low,0
DRV-0451,56,3,0.1739,5.17,4.42,6.15,0.1537,1.52,103.7,346,0.3001,0.2595,0.19,68.3,Moderate,1
DRV-0452,31,23,0.2265,11.05,5.55,4.46,0.203,1.95,130.5,360,0.4027,0.389,0.2438,99.5,High,1
DRV-0453,50,4,0.0764,5.24,4.96,3.14,0.11,1.23,106.6,365,0.2503,0.2168,0.1538,2.4,Low,0
DRV-0454,32,4,0.1388,8.47,8.38,5.01,0.1629,2.03,109.3,145,0.4093,0.2612,0.2537,99.5,High,1
DRV-0455,43,3,0.1657,5.15,3.81,3.84,0.0991,1.69,83.8,281,0.2433,0.1804,0.2112,2.3,Low,0
DRV-0456,36,0,0.1956,5.86,2.33,2.75,0.0827,0.94,96.6,629,0.211,0.2448,0.1175,0.6,Low,0
DRV-0457,37,3,0.1589,3.53,3.41,1.83,0.0851,1.13,88.4,159,0.164,0.1939,0.1412,0.0,Low,0
DRV-0458,42,5,0.1546,3.97,3.34,2.87,0.1709,1.49,110.1,284,0.1925,0.2729,0.1862,1.4,Low,0
DRV-0459,49,4,0.1045,4.58,3.79,2.42,0.0887,1.48,97.2,403,0.2032,0.197,0.185,0.2,Low,0
DRV-0460,36,2,0.1676,5.67,4.59,4.85,0.1751,2.06,94.4,1878,0.2869,0.2212,0.2575,83.5,High,1
DRV-0461,48,0,0.0,1.86,1.5,0.6,0.1114,2.29,68.2,493,0.0742,0.0308,0.2862,0.1,Low,0
DRV-0462,50,0,0.0,2.74,3.11,1.76,0.0861,0.99,92.4,667,0.1418,0.1215,0.1238,0.0,Low,0
DRV-0463,32,6,0.0,3.83,1.97,0.97,0.031,0.48,88.2,243,0.1288,0.1058,0.06,0.0,Low,0
DRV-0464,60,2,0.0376,2.49,2.14,1.4,0.0453,0.56,73.9,490,0.1135,0.0728,0.07,0.0,Low,0
DRV-0465,46,2,0.1228,6.28,4.56,3.43,0.1823,3.02,103.0,114,0.2702,0.2288,0.3775,82.4,High,1
DRV-0466,32,15,0.0283,4.72,6.18,3.77,0.1032,1.41,116.1,202,0.2728,0.2259,0.1762,11.3,Low,0
DRV-0467,45,2,0.0907,4.18,2.83,2.48,0.0848,1.05,114.6,624,0.1804,0.2546,0.1312,0.2,Low,0
DRV-0468,50,2,0.0,4.81,0.22,0.67,0.0585,0.12,84.2,183,0.1133,0.0908,0.015,0.0,Low,0
DRV-0469,45,3,0.0,1.03,0.99,1.48,0.0137,0.51,78.2,437,0.0667,0.0683,0.0638,0.0,Low,0
DRV-0470,40,0,0.0595,4.35,2.42,2.34,0.14,1.35,91.2,635,0.1741,0.1497,0.1688,0.0,Low,0
DRV-0471,18,1,0.0595,4.52,2.43,2.5,0.1334,1.03,104.5,206,0.1809,0.1996,0.1288,0.1,Low,0
DRV-0472,26,5,0.09,7.65,3.82,3.24,0.1639,1.54,105.2,269,0.2815,0.219,0.1925,15.1,Low,0
DRV-0473,46,23,0.0986,2.41,1.35,1.66,0.0577,0.44,100.9,182,0.1039,0.2076,0.055,0.1,Low,0
DRV-0474,26,0,0.0,1.87,2.47,0.61,0.0248,0.37,96.0,214,0.0908,0.135,0.0462,0.0,Low,0
DRV-0475,44,16,0.0056,5.78,4.01,2.97,0.1908,2.37,113.4,408,0.2418,0.2033,0.2962,14.6,Low,0
DRV-0476,48,9,0.0793,3.06,5.96,5.17,0.0965,1.6,92.1,447,0.2639,0.164,0.2,6.2,Low,0
DRV-0477,36,12,0.2876,12.89,9.14,7.58,0.294,3.56,139.4,191,0.5617,0.4559,0.445,100.0,High,1
DRV-0478,18,3,0.2473,8.34,9.13,6.27,0.225,2.66,111.3,1118,0.4444,0.3284,0.3325,99.0,High,1
DRV-0479,29,14,0.0719,3.63,4.14,2.76,0.1215,1.32,103.2,1070,0.1968,0.2015,0.165,0.6,Low,0
DRV-0480,46,2,0.0,1.93,2.06,1.43,0.0813,0.75,89.1,341,0.1015,0.1091,0.0938,0.0,Low,0
DRV-0481,53,0,0.1472,6.19,5.22,4.6,0.1482,1.9,97.2,401,0.3028,0.2205,0.2375,92.2,High,1
DRV-0482,18,3,0.0764,4.42,3.36,3.86,0.1714,1.14,131.9,239,0.2216,0.3116,0.1425,6.5,Low,0
DRV-0483,38,5,0.1338,2.95,1.95,1.01,0.1507,1.2,96.0,418,0.1117,0.2086,0.15,0.1,Low,0
DRV-0484,20,0,0.1878,7.9,6.08,4.92,0.1879,2.12,117.3,530,0.3577,0.3182,0.265,99.4,High,1
DRV-0485,39,1,0.0124,1.92,1.35,0.62,0.0303,0.46,108.2,335,0.0733,0.1876,0.0575,0.0,Low,0
DRV-0486,36,9,0.3385,9.43,6.95,5.4,0.2244,2.06,117.5,325,0.4124,0.4018,0.2575,99.9,High,1
DRV-0487,66,13,0.0674,3.01,3.54,4.42,0.1147,1.57,108.0,589,0.2076,0.2171,0.1962,1.0,Low,0
DRV-0488,31,9,0.0678,3.81,1.43,2.32,0.0602,1.12,88.9,240,0.1464,0.1457,0.14,0.0,Low,0
DRV-0489,50,4,0.0938,2.76,1.75,2.47,0.0903,0.71,87.0,210,0.1338,0.1528,0.0888,0.0,Low,0
DRV-0490,50,2,0.1616,9.15,4.81,2.76,0.119,1.3,102.9,264,0.3184,0.2498,0.1625,1.7,Low,0
DRV-0491,35,9,0.1645,6.29,6.79,3.68,0.1775,1.49,130.9,194,0.3126,0.3564,0.1862,92.4,High,1
DRV-0492,39,4,0.1641,5.45,4.49,6.06,0.1637,1.99,125.4,283,0.305,0.3355,0.2488,98.3,High,1
DRV-0493,38,3,0.0873,5.46,2.69,1.91,0.0706,0.88,97.1,492,0.1922,0.1871,0.11,0.0,Low,0
DRV-0494,29,7,0.0252,3.5,2.43,3.05,0.0939,1.11,69.1,256,0.1715,0.048,0.1388,0.0,Low,0
DRV-0495,28,7,0.1139,5.68,4.79,2.34,0.1169,1.75,105.2,169,0.2402,0.2321,0.2188,6.4,Low,0
DRV-0496,33,2,0.1375,0.7,1.27,1.07,0.0511,0.92,68.7,678,0.0566,0.1083,0.115,0.0,Low,0
DRV-0497,24,2,0.1998,4.47,4.85,2.94,0.1457,1.88,115.5,312,0.229,0.318,0.235,11.8,Low,0
DRV-0498,31,0,0.0529,1.4,1.2,2.63,0.0369,1.0,79.3,944,0.1006,0.1015,0.125,0.1,Low,0
DRV-0499,35,4,0.0944,1.95,1.49,1.35,0.0983,1.59,82.5,742,0.0908,0.1363,0.1988,0.0,Low,0
DRV-0500,39,5,0.1567,8.57,7.72,6.89,0.2245,3.03,120.1,191,0.4379,0.3116,0.3787,99.9,High,1
DRV-0501,43,0,0.0523,2.83,3.86,2.5,0.071,1.02,107.8,857,0.1709,0.208,0.1275,0.1,Low,0
DRV-0502,35,1,0.1356,4.83,2.63,5.15,0.0942,2.27,76.8,246,0.2434,0.1376,0.2838,3.3,Low,0
DRV-0503,28,2,0.1285,1.49,4.11,2.63,0.1315,0.52,97.8,913,0.1509,0.2124,0.065,0.6,Low,0
DRV-0504,43,0,0.0,1.68,1.3,1.01,0.0772,0.8,94.1,452,0.0755,0.1279,0.1,0.0,Low,0
DRV-0505,47,2,0.055,10.19,2.77,2.5,0.0807,1.22,98.3,478,0.3,0.1739,0.1525,1.0,Low,0
DRV-0506,32,5,0.2027,5.47,2.37,3.0,0.0927,1.9,91.0,419,0.2089,0.2277,0.2375,2.1,Low,0
DRV-0507,26,6,0.0513,2.18,1.5,1.89,0.0687,2.01,96.3,540,0.1064,0.1643,0.2512,0.1,Low,0
DRV-0508,32,16,0.2423,4.78,3.86,5.46,0.1658,1.45,105.1,244,0.2691,0.3024,0.1812,16.2,Low,0
DRV-0509,35,4,0.1733,6.87,6.45,4.3,0.2369,2.62,111.4,189,0.3309,0.2881,0.3275,99.7,High,1
DRV-0510,51,21,0.0415,1.08,2.14,1.84,0.0335,1.85,86.9,323,0.0941,0.1237,0.2312,0.0,Low,0
DRV-0511,46,7,0.0356,1.94,2.24,1.47,0.0597,1.1,113.0,547,0.1055,0.2183,0.1375,0.0,Low,0
DRV-0512,37,2,0.1631,4.57,4.09,3.87,0.113,1.21,86.2,153,0.237,0.188,0.1512,0.9,Low,0
DRV-0513,60,3,0.1832,5.18,3.62,2.88,0.1393,2.3,109.3,663,0.2215,0.2856,0.2875,14.4,Low,0
DRV-0514,37,2,0.0512,4.29,4.96,2.89,0.1206,1.4,104.2,354,0.2263,0.1939,0.175,0.8,Low,0
DRV-0515,54,10,0.1006,4.78,3.67,4.22,0.1259,1.34,105.2,253,0.2412,0.2248,0.1675,0.6,Low,0
DRV-0516,52,18,0.2113,10.94,4.51,6.81,0.1374,1.83,97.4,225,0.4302,0.2565,0.2288,95.8,High,1
DRV-0517,51,1,0.0813,4.88,5.46,2.39,0.1007,1.27,79.3,1560,0.2364,0.1171,0.1588,0.1,Low,0
DRV-0518,41,2,0.0,5.09,0.75,0.14,0.0167,0.09,84.8,549,0.1171,0.093,0.0112,0.0,Low,0
DRV-0519,39,3,0.0779,2.52,4.13,0.69,0.0348,0.57,68.7,521,0.133,0.0755,0.0712,0.3,Low,0
DRV-0520,38,1,0.1683,4.69,8.14,2.51,0.0986,1.1,115.5,354,0.2797,0.3007,0.1375,6.9,Low,0
DRV-0521,48,13,0.0646,3.47,6.17,4.2,0.1086,2.78,88.7,275,0.2562,0.1432,0.3475,8.7,Low,0
DRV-0522,28,0,0.0775,2.26,3.0,2.97,0.0728,1.41,101.4,406,0.1546,0.1979,0.1762,0.0,Low,0
DRV-0523,34,0,0.0581,5.49,3.84,3.18,0.1186,1.85,102.9,370,0.2374,0.1928,0.2312,1.7,Low,0
DRV-0524,58,2,0.0,5.37,7.19,3.36,0.0762,0.5,81.5,439,0.2944,0.0806,0.0625,3.3,Low,0
DRV-0525,45,21,0.0427,1.51,2.0,2.11,0.0504,1.82,77.1,672,0.1057,0.0876,0.2275,0.0,Low,0
DRV-0526,49,2,0.1222,4.39,3.87,5.7,0.1355,1.95,112.7,945,0.2663,0.2648,0.2438,17.1,Low,0
DRV-0527,23,0,0.0231,4.97,3.83,2.2,0.1173,1.02,107.1,339,0.2072,0.1893,0.1275,0.4,Low,0
DRV-0528,32,1,0.1133,5.51,4.91,4.59,0.1839,1.69,111.9,172,0.2838,0.2569,0.2112,95.1,High,1
DRV-0529,42,9,0.0,1.59,1.41,1.62,0.0643,0.43,95.5,1058,0.0877,0.1331,0.0538,0.0,Low,0
DRV-0530,37,2,0.1337,6.59,4.82,2.94,0.1044,1.34,104.5,622,0.2709,0.2404,0.1675,1.9,Low,0
DRV-0531,23,0,0.0,3.39,2.79,2.19,0.1425,1.03,84.5,606,0.1581,0.0919,0.1288,0.0,Low,0
DRV-0532,47,0,0.0277,5.71,3.81,2.83,0.0845,0.93,104.7,964,0.2343,0.1829,0.1162,0.6,Low,0
DRV-0533,50,2,0.0,2.71,1.82,0.92,0.1011,0.53,83.1,500,0.1029,0.0866,0.0662,0.0,Low,0
DRV-0534,34,6,0.0966,6.78,3.29,3.06,0.078,4.26,65.0,191,0.2516,0.0719,0.5325,7.6,Low,0
DRV-0535,47,3,0.0,3.94,3.37,5.31,0.0699,1.23,90.3,127,0.2412,0.1136,0.1538,0.0,Low,0
DRV-0536,62,6,0.0378,1.4,1.37,2.13,0.0507,0.49,67.9,208,0.0934,0.0504,0.0612,0.0,Low,0
DRV-0537,56,7,0.1802,8.57,4.47,1.91,0.1138,2.11,83.9,429,0.2841,0.1887,0.2638,8.0,Low,0
DRV-0538,35,7,0.1328,1.28,2.78,1.24,0.103,0.53,84.4,236,0.0967,0.1645,0.0662,0.0,Low,0
DRV-0539,24,1,0.0476,6.18,4.79,3.95,0.1566,1.56,114.7,221,0.2824,0.2313,0.195,90.2,High,1
DRV-0540,40,3,0.0635,3.51,4.59,2.14,0.0441,0.61,80.4,293,0.1895,0.1114,0.0762,0.0,Low,0
DRV-0541,66,1,0.0286,3.68,5.65,4.48,0.0849,1.19,106.4,770,0.2574,0.1897,0.1488,1.1,Low,0
DRV-0542,54,3,0.0,2.46,6.49,4.57,0.1171,0.62,92.3,272,0.2488,0.1211,0.0775,0.6,Low,0
DRV-0543,37,5,0.0046,2.03,1.27,1.34,0.0474,1.07,77.5,268,0.0886,0.0682,0.1338,0.0,Low,0
DRV-0544,56,0,0.244,6.07,4.91,4.45,0.1512,3.49,119.4,271,0.2922,0.357,0.4362,98.4,High,1
DRV-0545,52,2,0.0667,1.17,2.79,1.44,0.028,0.35,101.5,514,0.0987,0.1923,0.0438,0.0,Low,0
DRV-0546,18,2,0.038,3.56,4.42,2.29,0.0964,0.89,72.7,410,0.1907,0.0685,0.1112,0.2,Low,0
DRV-0547,50,6,0.0946,7.1,1.81,1.57,0.0505,3.27,107.6,428,0.2036,0.2305,0.4088,3.9,Low,0
DRV-0548,39,10,0.0375,7.53,5.58,4.42,0.1802,3.23,111.9,1044,0.332,0.2153,0.4038,93.8,High,1
DRV-0549,27,0,0.048,3.5,2.81,2.16,0.084,1.49,92.0,1902,0.16,0.1464,0.1862,0.0,Low,0
DRV-0550,39,0,0.156,10.51,6.38,5.65,0.1911,2.14,122.1,483,0.4295,0.3187,0.2675,99.9,High,1
DRV-0551,42,25,0.1151,3.93,4.73,5.01,0.1419,1.78,94.6,455,0.2576,0.1931,0.2225,12.0,Low,0
DRV-0552,28,24,0.0749,7.63,4.54,5.11,0.1387,1.53,87.4,162,0.3305,0.1439,0.1912,53.7,Moderate,0
DRV-0553,36,0,0.0189,2.4,1.09,1.21,0.1108,0.41,96.4,472,0.0904,0.1469,0.0512,0.0,Low,0
DRV-0554,34,17,0.1783,6.6,8.08,4.57,0.2396,2.96,125.1,461,0.3581,0.3422,0.37,100.0,High,1
DRV-0555,47,4,0.0383,3.31,1.94,1.2,0.0568,0.76,65.4,449,0.1225,0.0413,0.095,0.0,Low,0
DRV-0556,34,0,0.151,5.32,5.46,3.55,0.1047,1.85,115.2,299,0.2684,0.2901,0.2312,34.4,Low,0
DRV-0557,18,6,0.2392,9.04,7.1,5.94,0.2307,2.65,139.0,575,0.4179,0.4278,0.3312,99.9,High,1
DRV-0558,32,11,0.1793,7.94,5.75,4.7,0.2162,2.9,107.1,662,0.3486,0.2752,0.3625,98.8,High,1
DRV-0559,26,13,0.1482,5.23,5.42,3.35,0.1269,1.65,110.5,616,0.2619,0.2709,0.2062,31.2,Low,0
DRV-0560,22,0,0.1387,3.86,2.78,3.36,0.1549,1.03,107.8,925,0.1907,0.2555,0.1288,1.5,Low,0
DRV-0561,52,2,0.0375,6.42,2.82,1.84,0.0645,1.53,76.9,844,0.2122,0.084,0.1912,0.2,Low,0
DRV-0562,47,3,0.0,0.71,0.07,0.33,0.0532,0.93,83.9,407,0.022,0.0896,0.1162,0.0,Low,0
DRV-0563,26,2,0.1615,5.55,2.93,2.95,0.1588,1.09,92.9,305,0.2188,0.2122,0.1362,0.5,Low,0
DRV-0564,22,2,0.0216,6.3,4.56,4.02,0.1136,1.26,106.6,509,0.2824,0.1866,0.1575,2.3,Low,0
DRV-0565,36,4,0.2594,8.68,4.86,4.04,0.1421,3.87,103.3,228,0.3354,0.305,0.4838,97.8,High,1
DRV-0566,22,0,0.0,2.49,2.87,0.9,0.034,0.98,99.9,174,0.1156,0.1496,0.1225,0.0,Low,0
DRV-0567,35,0,0.1118,5.77,5.73,3.19,0.1297,2.7,107.4,765,0.2747,0.2392,0.3375,39.0,Low,0
DRV-0568,38,0,0.0351,3.95,4.58,2.65,0.115,3.41,93.7,590,0.2083,0.1457,0.4262,2.0,Low,0
DRV-0569,41,0,0.2046,2.79,3.56,5.33,0.0805,1.21,88.1,415,0.2217,0.2179,0.1512,0.4,Low,0
DRV-0570,42,1,0.0428,4.52,2.33,4.54,0.1261,0.99,107.2,489,0.22,0.2005,0.1238,0.5,Low,0
DRV-0571,28,2,0.0398,4.11,2.91,2.64,0.1329,1.95,87.3,466,0.1835,0.1243,0.2438,0.2,Low,0
DRV-0572,38,1,0.0322,2.51,3.01,2.52,0.0815,0.86,105.2,81,0.1508,0.1872,0.1075,0.2,Low,0
DRV-0573,53,0,0.1344,4.51,6.24,3.57,0.1554,1.39,112.0,185,0.2656,0.2689,0.1737,8.8,Low,0
DRV-0574,18,2,0.1261,5.15,5.96,5.04,0.1293,1.89,96.7,786,0.3031,0.207,0.2362,75.6,High,1
DRV-0575,41,0,0.0209,1.91,2.75,0.78,0.0828,1.64,86.9,284,0.0996,0.1124,0.205,0.0,Low,0
DRV-0576,23,1,0.0,3.54,3.76,4.09,0.1185,0.75,97.4,509,0.2153,0.1403,0.0938,0.1,Low,0
DRV-0577,54,5,0.0121,1.7,0.52,0.55,0.0984,1.08,65.0,142,0.0537,0.0254,0.135,0.0,Low,0
DRV-0578,47,7,0.1349,5.01,4.34,4.87,0.1272,1.36,110.7,182,0.2699,0.2643,0.17,6.4,Low,0
DRV-0579,47,1,0.1828,6.86,4.2,3.99,0.1306,2.25,114.0,262,0.287,0.303,0.2812,67.0,Moderate,0
DRV-0580,27,9,0.2713,7.52,6.34,4.88,0.221,2.16,137.6,830,0.3537,0.4402,0.27,99.9,High,1
DRV-0581,41,5,0.2644,10.3,8.67,6.97,0.2487,3.79,156.0,517,0.4899,0.5054,0.4738,99.9,High,1
DRV-0582,42,8,0.191,6.29,4.37,4.15,0.1533,1.56,141.1,190,0.2816,0.4092,0.195,87.0,High,1
DRV-0583,18,8,0.0807,6.54,6.41,4.14,0.1413,1.81,113.6,376,0.3204,0.2454,0.2262,96.7,High,1
DRV-0584,39,6,0.1793,7.07,4.29,5.79,0.1725,1.64,117.1,175,0.3287,0.3127,0.205,88.4,High,0
DRV-0585,45,17,0.0253,2.16,2.07,2.53,0.0777,1.6,86.4,374,0.1283,0.1129,0.2,0.0,Low,0
DRV-0586,21,3,0.0,2.51,1.11,0.81,0.0446,0.64,108.2,758,0.0849,0.1808,0.08,0.0,Low,0
DRV-0587,45,8,0.1853,7.99,7.04,7.37,0.209,2.45,114.2,426,0.4245,0.3052,0.3062,99.9,High,1
DRV-0588,39,4,0.1151,4.81,2.16,1.37,0.111,0.63,109.2,905,0.1596,0.2478,0.0788,0.0,Low,0
DRV-0589,54,9,0.0629,2.57,2.15,1.35,0.1057,1.56,112.4,543,0.1142,0.2311,0.195,0.0,Low,0
DRV-0590,33,3,0.1867,4.96,4.41,2.37,0.1091,0.98,92.7,456,0.2201,0.2253,0.1225,0.7,Low,0
DRV-0591,40,3,0.0,3.72,0.94,0.67,0.0697,1.07,95.0,382,0.1035,0.1312,0.1338,0.0,Low,0
DRV-0592,42,2,0.071,3.71,2.91,0.19,0.0121,0.4,87.3,215,0.1265,0.1414,0.05,0.0,Low,0
DRV-0593,18,15,0.0,1.59,4.66,1.13,0.0385,0.32,79.2,158,0.1321,0.072,0.04,0.0,Low,0
DRV-0594,33,4,0.0605,1.74,1.75,1.08,0.0858,1.2,89.1,136,0.0856,0.1424,0.15,0.0,Low,0
DRV-0595,39,4,0.0734,3.24,3.13,1.78,0.059,0.91,97.0,717,0.1526,0.1791,0.1138,0.0,Low,0
DRV-0596,18,0,0.1797,5.98,6.58,3.75,0.1781,1.81,116.3,1264,0.3043,0.31,0.2262,96.4,High,1
DRV-0597,46,1,0.2497,11.67,7.48,5.89,0.2251,2.45,151.6,138,0.4759,0.4808,0.3062,100.0,High,1
DRV-0598,39,0,0.0452,4.45,4.4,4.08,0.0811,1.24,107.3,223,0.2439,0.2022,0.155,0.9,Low,0
DRV-0599,38,5,0.2414,7.45,5.91,4.34,0.1795,2.96,113.9,90,0.3343,0.3349,0.37,99.6,High,1
DRV-0600,46,10,0.326,10.41,7.18,6.13,0.2573,2.36,139.7,192,0.4505,0.4782,0.295,99.9,High,1
DRV-0601,33,5,0.1378,8.39,5.08,4.01,0.1601,1.9,98.5,461,0.3327,0.2202,0.2375,92.0,High,1
DRV-0602,38,1,0.0442,7.5,4.68,5.28,0.1394,2.02,110.6,422,0.3336,0.2141,0.2525,88.6,High,1
DRV-0603,48,3,0.0666,1.29,2.03,0.99,0.064,0.79,84.9,94,0.0794,0.13,0.0988,0.0,Low,0
DRV-0604,38,0,0.002,1.05,0.72,1.23,0.0578,0.62,92.9,1107,0.0576,0.1245,0.0775,0.0,Low,0
DRV-0605,18,2,0.1222,5.15,4.09,4.4,0.1938,1.72,131.0,224,0.2592,0.3335,0.215,44.8,Moderate,0
DRV-0606,38,4,0.1853,5.87,5.06,5.27,0.1544,2.01,117.3,237,0.3071,0.3168,0.2512,99.6,High,1
DRV-0607,38,5,0.129,10.62,6.59,5.22,0.1413,2.03,111.4,391,0.4266,0.2637,0.2537,96.6,High,1
DRV-0608,48,5,0.1194,8.45,3.94,3.75,0.1597,2.27,102.6,345,0.3097,0.2254,0.2838,47.2,Moderate,0
DRV-0609,33,8,0.2369,8.92,6.95,7.83,0.2107,3.87,145.5,445,0.4508,0.4509,0.4838,99.8,High,1
DRV-0610,26,4,0.1138,0.99,4.06,2.34,0.1306,0.63,83.5,255,0.1343,0.1507,0.0788,0.3,Low,0
DRV-0611,26,23,0.0587,5.79,2.8,4.18,0.073,0.6,87.0,556,0.2461,0.1335,0.075,0.6,Low,0
DRV-0612,55,7,0.0717,5.15,4.86,4.36,0.1275,1.56,124.7,550,0.2712,0.2821,0.195,76.0,High,1
DRV-0613,41,6,0.0738,5.51,4.86,4.57,0.1431,2.55,127.3,142,0.2826,0.293,0.3188,95.5,High,1
DRV-0614,54,8,0.0123,0.95,0.59,0.53,0.0258,0.69,69.4,271,0.0394,0.042,0.0862,0.0,Low,0
DRV-0615,56,15,0.1141,6.38,5.44,4.5,0.1947,2.29,103.6,626,0.3083,0.2263,0.2862,95.9,High,1
DRV-0616,29,3,0.0,3.7,4.16,1.75,0.1161,0.78,96.0,260,0.1783,0.135,0.0975,0.2,Low,0
DRV-0617,28,0,0.1957,7.35,7.72,4.2,0.1933,2.77,102.3,360,0.3597,0.2663,0.3462,97.1,High,1
DRV-0618,36,4,0.1461,4.67,4.13,3.16,0.1159,2.1,88.7,223,0.2254,0.188,0.2625,1.4,Low,0
DRV-0619,45,16,0.1346,6.67,7.35,3.79,0.1539,2.71,103.3,309,0.3317,0.2364,0.3388,97.1,High,1
DRV-0620,21,15,0.0602,3.89,2.01,1.07,0.0465,0.51,102.3,208,0.1327,0.1917,0.0638,0.0,Low,0
DRV-0621,43,7,0.1118,6.24,3.0,2.97,0.1352,1.94,110.8,131,0.2342,0.252,0.2425,7.6,Low,0
DRV-0622,42,3,0.1742,4.73,6.16,4.1,0.1476,1.95,141.0,412,0.2793,0.3996,0.2438,65.8,Moderate,1
DRV-0623,24,6,0.0829,3.71,1.45,6.16,0.0646,0.74,83.0,622,0.2216,0.1318,0.0925,0.3,Low,0
DRV-0624,24,1,0.0,3.98,4.04,3.59,0.0949,1.28,116.9,325,0.2187,0.2134,0.16,0.4,Low,0
